Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term
709821.0,10,0.0,13.0,23.7,339724.0,0.0,0.0,246004.0,198341.0,14670.0,670.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1350349.0,10,0.0,20.0,15.0,763422.0,0.0,0.0,241230.0,306584.0,9014.0,721.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1334256.0,10,0.0,17.0,15.4,380052288.0,1.0,0.0,33110.0,656450.0,34357.0,729.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1721457.0,10,0.0,6.0,27.3,263604.0,0.0,0.0,99999999.0,121353.0,23527.0,723.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
665931.0,3,0.0,6.0,22.2,279642.0,0.0,0.0,220308.0,181127.0,9379.0,716.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1521672.0,3,0.0,12.0,10.4,900878.0,0.0,0.0,132154.0,242744.0,20416.0,742.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
916560.0,3,0.0,8.0,9.5,564168.0,0.0,0.0,265320.0,183198.0,13137.0,744.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2276808.0,10,0.0,19.0,34.4,1685794.0,0.0,0.0,768922.0,267881.0,13889.0,707.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1520969.0,10,0.0,7.0,19.2,458590.0,0.0,0.0,468138.0,2774.0,12865.0,748.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
719549.0,2,0.0,7.0,16.3,37290.0,1.0,0.0,71258.0,27569.0,12592.0,722.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
992845.0,6,0.0,17.0,21.2,1132054.0,0.0,0.0,207812.0,294291.0,25483.0,739.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1630029.0,6,0.0,10.0,17.3,697114.0,0.0,0.0,230362.0,260680.0,6181.0,714.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
866476.0,1,0.0,15.0,12.9,239800.0,0.0,0.0,99999999.0,130891.0,11770.0,701.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1670860.0,6,0.0,8.0,16.0,233420.0,0.0,0.0,333564.0,122569.0,23949.0,705.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
573762.0,1,0.0,7.0,16.6,197120.0,0.0,0.0,177166.0,114741.0,12671.0,735.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1280125.0,10,0.0,8.0,13.3,362934.0,0.0,0.0,318582.0,204991.0,16428.0,741.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1269333.0,0,0.0,7.0,15.8,235510.0,0.0,0.0,99999999.0,171874.0,5183.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2157773.0,4,0.0,10.0,22.2,660374.0,0.0,0.0,482152.0,494475.0,39559.0,743.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1408527.0,2,0.0,12.0,17.5,700062.0,0.0,0.0,525998.0,174135.0,9320.0,6470.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
613966.0,6,0.0,5.0,16.3,96998.0,0.0,0.0,148632.0,29982.0,6498.0,744.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1140000.0,10,0.0,9.0,16.0,778448.0,0.0,0.0,462000.0,414808.0,19950.0,725.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1631644.0,8,0.0,9.0,12.1,862422.0,0.0,0.0,351670.0,155667.0,4773.0,718.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1435127.0,0,0.0,10.0,21.2,1643906.0,0.0,0.0,443124.0,782268.0,28487.0,674.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
808298.0,5,0.0,12.0,15.7,632170.0,0.0,0.0,99999999.0,251693.0,8622.0,746.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1164852.0,3,0.0,19.0,12.7,276540.0,0.0,0.0,175340.0,92663.0,12134.0,729.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
985815.0,8,0.0,11.0,18.1,227876.0,3.0,3.0,108504.0,104899.0,10351.0,729.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1112298.0,0,0.0,7.0,9.0,81598.0,0.0,0.0,128788.0,42921.0,15906.0,704.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1001357.0,6,0.0,6.0,16.5,655292.0,0.0,0.0,109384.0,294291.0,16606.0,745.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1860290.0,3,0.0,18.0,16.4,1120218.0,0.0,0.0,116314.0,697528.0,49298.0,749.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2539103.0,6,0.0,13.0,17.2,1211430.0,0.0,0.0,381106.0,636101.0,51205.0,742.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1301614.0,9,0.0,17.0,18.0,9339924.0,0.0,0.0,592240.0,959899.0,16813.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1934884.0,5,0.0,9.0,18.0,769604.0,0.0,0.0,390258.0,429381.0,19188.0,745.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1533566.0,7,0.0,11.0,14.8,715462.0,0.0,0.0,210826.0,285475.0,18147.0,7440.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1375068.0,10,0.0,18.0,32.0,2672516.0,0.0,0.0,741774.0,678585.0,17991.0,729.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1041675.0,10,0.0,13.0,19.4,551320.0,0.0,0.0,100144.0,167599.0,12648.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1304141.0,10,0.0,6.0,12.9,132418.0,1.0,1.0,176616.0,97546.0,14237.0,673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
601369.0,10,0.0,6.0,16.9,0.0,0.0,0.0,165924.0,0.0,9021.0,738.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1642075.0,10,0.0,12.0,12.9,384736.0,0.0,0.0,276562.0,275462.0,25863.0,653.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1049294.0,3,0.0,5.0,6.1,249810.0,0.0,0.0,337502.0,119529.0,15215.0,7010.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
805828.0,9,0.0,8.0,20.5,657360.0,0.0,0.0,199936.0,250933.0,13565.0,740.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
757568.0,5,0.0,13.0,11.4,383548.0,0.0,0.0,210518.0,276583.0,11553.0,7320.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
840541.0,6,0.0,6.0,14.8,427372.0,0.0,0.0,99999999.0,1102.0,483.0,751.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242087.0,6,0.0,17.0,20.6,613954.0,1.0,1.0,196130.0,181336.0,16251.0,711.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
337079.0,1,0.0,9.0,39.6,644204.0,0.0,0.0,99999999.0,224770.0,4326.0,734.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960260.0,10,0.0,10.0,16.3,796312.0,0.0,0.0,333564.0,320473.0,16645.0,617.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
708624.0,9,0.0,7.0,8.5,576378.0,0.0,0.0,299376.0,210064.0,6555.0,730.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1510538.0,10,0.0,7.0,18.8,593472.0,0.0,0.0,405944.0,432060.0,19511.0,724.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1194834.0,3,0.0,10.0,31.3,520740.0,0.0,0.0,99999999.0,332804.0,12148.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2454933.0,10,0.0,10.0,22.4,531454.0,0.0,0.0,437316.0,383249.0,50122.0,730.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1390306.0,6,0.0,7.0,23.9,351516.0,0.0,0.0,99999999.0,10925.0,9755.0,744.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2831190.0,3,0.0,11.0,16.7,518188.0,0.0,0.0,393382.0,362938.0,26188.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1131545.0,3,0.0,14.0,14.6,602954.0,0.0,0.0,99999999.0,216106.0,12258.0,734.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1530640.0,10,0.0,14.0,18.0,283448.0,2.0,2.0,243694.0,194598.0,15306.0,740.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
902918.0,10,0.0,13.0,15.2,329252.0,0.0,0.0,222442.0,31559.0,9706.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1030579.0,0,0.0,11.0,8.0,141020.0,0.0,0.0,379698.0,95247.0,10478.0,624.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2041094.0,3,0.0,19.0,16.0,1034616.0,0.0,0.0,644556.0,455696.0,46945.0,736.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1039984.0,6,0.0,10.0,23.8,147950.0,0.0,0.0,224246.0,95456.0,13780.0,7390.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1350083.0,5,0.0,10.0,12.2,325490.0,0.0,0.0,223322.0,168663.0,15076.0,724.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1637629.0,10,0.0,9.0,17.0,372878.0,0.0,0.0,460438.0,285323.0,24974.0,724.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
566409.0,3,0.0,12.0,6.0,288772.0,0.0,0.0,109318.0,82308.0,11611.0,667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
405346.0,2,0.0,10.0,9.8,251900.0,0.0,0.0,99999999.0,41762.0,7600.0,746.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1217349.0,0,0.0,10.0,16.7,366498.0,0.0,0.0,325292.0,298490.0,25361.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
494798.0,6,0.0,9.0,10.3,330176.0,0.0,0.0,176286.0,124602.0,6968.0,694.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2379047.0,10,0.0,11.0,21.7,1046694.0,0.0,0.0,749276.0,854240.0,25376.0,679.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1004207.0,6,0.0,10.0,14.8,380248.0,1.0,1.0,99999999.0,139897.0,12218.0,726.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2334150.0,2,0.0,14.0,17.7,1467620.0,0.0,0.0,648648.0,996246.0,42987.0,708.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1933573.0,4,0.0,9.0,20.5,847990.0,0.0,0.0,545336.0,186751.0,12214.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1242657.0,10,0.0,15.0,13.2,697004.0,0.0,0.0,221364.0,164331.0,12841.0,732.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1191015.0,3,0.0,15.0,22.4,1392116.0,0.0,0.0,497992.0,660041.0,22629.0,739.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
753464.0,0,0.0,12.0,14.3,516692.0,0.0,0.0,133056.0,319504.0,10862.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1594176.0,10,0.0,8.0,18.0,909018.0,0.0,0.0,434324.0,372115.0,6509.0,735.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1878910.0,10,0.0,17.0,21.7,4477858.0,0.0,0.0,326348.0,1009356.0,16441.0,693.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
564300.0,10,0.0,14.0,19.1,349844.0,1.0,1.0,326700.0,58007.0,15001.0,668.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1219724.0,10,0.0,7.0,18.8,385242.0,0.0,0.0,78628.0,159695.0,17971.0,723.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3694037.0,10,0.0,6.0,23.0,935814.0,0.0,0.0,137566.0,661922.0,23642.0,724.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1682298.0,3,0.0,5.0,12.9,445984.0,0.0,0.0,151514.0,223782.0,7388.0,748.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
968924.0,10,0.0,12.0,21.2,196460.0,0.0,0.0,128370.0,88236.0,10497.0,725.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
606062.0,8,0.0,11.0,27.3,235620.0,2.0,2.0,116226.0,105811.0,11566.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1534478.0,4,0.0,14.0,15.7,539220.0,0.0,0.0,325028.0,321784.0,17391.0,748.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
700625.0,6,0.0,11.0,20.1,414502.0,1.0,1.0,99999999.0,156427.0,3912.0,738.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1576791.0,1,0.0,6.0,9.7,448954.0,0.0,0.0,99999999.0,94221.0,11524.0,748.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2676758.0,10,0.0,17.0,7.8,1387606.0,0.0,0.0,99999999.0,293607.0,19183.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
395124.0,9,0.0,16.0,16.5,561462.0,0.0,0.0,143792.0,207537.0,9582.0,701.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1440257.0,4,0.0,7.0,16.0,1286186.0,0.0,0.0,99999999.0,242155.0,2953.0,746.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026817.0,10,0.0,19.0,20.8,957550.0,0.0,0.0,345884.0,619419.0,18055.0,7140.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
749816.0,9,0.0,7.0,14.5,329890.0,0.0,0.0,325578.0,207138.0,12934.0,7470.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
918384.0,10,0.0,10.0,33.7,763906.0,0.0,0.0,212674.0,502075.0,14388.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1988825.0,10,0.0,4.0,14.2,730466.0,0.0,0.0,614086.0,383553.0,6911.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2421835.0,3,1.0,2.0,23.0,754160.0,1.0,0.0,232958.0,120498.0,3713.0,749.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
901588.0,0,0.0,5.0,16.0,131230.0,0.0,0.0,266904.0,88407.0,7566.0,661.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
756276.0,2,0.0,5.0,16.7,525778.0,0.0,0.0,99999999.0,53580.0,1683.0,739.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
681435.0,0,0.0,8.0,18.8,261602.0,0.0,0.0,169070.0,127870.0,4594.0,742.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2131591.0,0,0.0,15.0,31.7,4191176.0,0.0,0.0,269258.0,3547262.0,20783.0,728.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
735528.0,4,0.0,11.0,14.3,546920.0,0.0,0.0,99999999.0,403845.0,15201.0,714.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2899305.0,10,0.0,15.0,16.6,667480.0,0.0,0.0,783332.0,328016.0,64751.0,709.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1951319.0,4,0.0,7.0,18.6,601766.0,0.0,0.0,327888.0,220875.0,13936.0,736.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4580976.0,4,0.0,18.0,25.5,1553530.0,0.0,0.0,99999999.0,633289.0,94674.0,727.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1808800.0,5,0.0,7.0,23.3,522104.0,1.0,1.0,436524.0,257013.0,19897.0,717.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2379522.0,2,0.0,23.0,17.8,1267530.0,0.0,0.0,99999999.0,839629.0,39064.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2334226.0,6,0.0,13.0,31.4,2170894.0,0.0,0.0,465234.0,628083.0,30150.0,750.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
664810.0,10,0.0,11.0,21.1,393162.0,1.0,1.0,99999999.0,117477.0,5651.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
848426.0,10,0.0,10.0,17.9,274934.0,0.0,0.0,151184.0,163362.0,13221.0,718.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1197323.0,3,0.0,17.0,12.0,671176.0,0.0,0.0,290686.0,213902.0,17660.0,748.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1501855.0,10,0.0,8.0,14.7,372196.0,0.0,0.0,535084.0,132430.0,28285.0,678.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
708491.0,1,0.0,16.0,19.4,559020.0,0.0,0.0,326524.0,438862.0,20960.0,709.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1281455.0,5,0.0,9.0,20.5,552662.0,0.0,0.0,541530.0,368486.0,26056.0,675.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
833416.0,10,0.0,7.0,9.5,237138.0,0.0,0.0,61402.0,58159.0,3091.0,667.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
696863.0,7,0.0,7.0,7.8,652762.0,0.0,0.0,87406.0,187169.0,9872.0,718.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1094837.0,6,0.0,9.0,39.3,611754.0,0.0,0.0,134420.0,230356.0,17700.0,743.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2356475.0,10,0.0,11.0,34.0,465124.0,0.0,0.0,523886.0,272745.0,32009.0,700.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
597075.0,2,0.0,12.0,4.8,943360.0,0.0,0.0,144958.0,97774.0,3060.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1770895.0,10,0.0,19.0,10.1,1115114.0,0.0,0.0,264572.0,471903.0,24350.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010960.0,10,1.0,7.0,23.4,180488.0,1.0,0.0,646800.0,13870.0,17763.0,743.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1325345.0,0,0.0,16.0,9.9,980342.0,0.0,0.0,438460.0,536788.0,24850.0,645.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
